,モジュール,歯数,形状,穴径1 A,穴径2 (A'), ボス径1 B,ボス径2 B',基準円直径 C,歯先円直径 D,歯幅 E,  ボス長さ F,  全長 G,  ウェブ厚 (H),  リム径 (I),  穴深さ (J),  許容曲げ強さ (kgf･m), バックラッシ 下限 (mm),  バックラッシ 上限 (mm),  質量 (g),  価格 (円)
DS0.5-12,0.5,12,S8,2,(4),4.5, ,6,7,3,4,7, , ,(0.6),0.0064,0,0.30,0.17,115
DS0.5-15,0.5,15,S8,2,(5.5),4.5, ,7.5,8.5,3,4,7, , ,(0.6),0.0094,0,0.30,0.23,120
DS0.5-16,0.5,16,S8,3,(6),6, ,8,9,3,4,7, , ,(0.6),0.010,0,0.30,0.28,130
DS0.5-18,0.5,18,S8,3,(7),6, ,9,10,3,4,7, , ,(0.6),0.012,0,0.30,0.33,130
DS0.5-20,0.5,20,S8B,4, ,8,5,10,11,3,4,7,(2.4),(8), ,0.014,0,0.30,0.47,140
DS0.5-24,0.5,24,S9,4, ,8,5,12,13,3,4,7,(1.8),(9.5), ,0.018,0,0.30,0.58,145
DS0.5-25,0.5,25,S9,4, ,8,6,12.5,13.5,3,4,7,(1.8),(10), ,0.019,0,0.30,0.61,150
DS0.5-28,0.5,28,S9,4, ,8,6,14,15,3,4,7,(1.8),(11.5), ,0.022,0,0.30,0.69,155
DS0.5-30,0.5,30,S9,5, ,10,7,15,16,3,4,7,(1.8),(12), ,0.023,0,0.30,0.90,165
DS0.5-32,0.5,32,S9,5, ,10,7,16,17,3,4,7,(1.8),(13), ,0.025,0,0.30,0.97,170
DS0.5-35,0.5,35,S9,5, ,10,7,17.5,18.5,3,4,7,(1.8),(14.5), ,0.029,0,0.30,1.09,175
DS0.5-36,0.5,36,S9,5, ,10,7,18,19,3,4,7,(1.8),(15), ,0.030,0,0.30,1.13,180
DS0.5-40,0.5,40,S9,5, ,12,8,20,21,3,4,7,(1.8),(16.5), ,0.034,0,0.30,1.53,185
DS0.5-45,0.5,45,S9,5, ,12,8,22.5,23.5,3,4,7,(1.8),(19), ,0.039,0,0.30,1.78,190
DS0.5-48,0.5,48,S9,5, ,12,8,24,25,3,4,7,(1.8),(21), ,0.043,0,0.30,1.91,195
DS0.5-50,0.5,50,S9,5, ,12,8,25,26,3,4,7,(1.8),(21.5), ,0.045,0,0.30,2.02,200
DS0.5-56,0.5,56,S9,6, ,14,10,28,29,3,5,8,(1.8),(24.5), ,0.051,0,0.30,2.77,210
DS0.5-60,0.5,60,S9,6, ,14,10,30,31,3,5,8,(1.8),(26.5), ,0.055,0,0.30,3.02,220
DS0.5-64,0.5,64,S9,6, ,14,10,32,33,3,5,8,(1.8),(28.5), ,0.059,0,0.30,3.29,225
DS0.5-70,0.5,70,S9,6, ,14,10,35,36,3,5,8,(1.8),(31.5), ,0.066,0,0.30,3.71,230
DS0.5-72,0.5,72,S9,6, ,14,10,36,37,3,5,8,(1.8),(32), ,0.068,0,0.30,3.86,235
DS0.5-80,0.5,80,S9,6, ,14,10,40,41,3,5,8,(1.8),(36.5), ,0.076,0,0.30,4.51,245
DS0.8-12,0.8,12,S9,3, ,6,4,9.6,11.2,4,5,9,(2),(6.7), ,0.022,0,0.48,0.48,140
DS0.8-15,0.8,15,S9,3, ,6,4.5,12,13.6,4,5,9,(2),(8.8), ,0.032,0,0.48,0.64,145
DS0.8-16,0.8,16,S9,4, ,8,6,12.8,14.4,4,5,9,(2),(9.2), ,0.035,0,0.48,0.84,155
DS0.8-18,0.8,18,S9,4, ,8,6,14.4,16,4,5,9,(2),(10.7), ,0.041,0,0.48,0.97,160
DS0.8-20,0.8,20,S9,5, ,10,8,16,17.6,4,5,9,(2),(12.7), ,0.048,0,0.48,1.26,165
DS0.8-24,0.8,24,S9,5, ,10,8,19.2,20.8,4,5,9,(2),(15), ,0.060,0,0.48,1.59,175
DS0.8-25,0.8,25,S9,5, ,10,8,20,21.6,4,5,9,(2),(16.5), ,0.064,0,0.48,1.73,180
DS0.8-28,0.8,28,S9,5, ,10,8,22.4,24,4,5,9,(2),(18.5), ,0.074,0,0.48,1.91,185
DS0.8-30,0.8,30,S9,6, ,12,10,24,25.6,4,5,9,(2),(19.5), ,0.080,0,0.48,2.37,195
DS0.8-32,0.8,32,S9,6, ,12,10,25.6,27.2,4,5,9,(2),(21), ,0.087,0,0.48,2.57,205
DS0.8-35,0.8,35,S9,6, ,12,10,28,29.6,4,5,9,(2),(23.5), ,0.098,0,0.48,2.91,210
DS0.8-36,0.8,36,S9,6, ,12,10,28.8,30.4,4,5,9,(2),(24.5), ,0.10,0,0.48,3.00,215
DS0.8-40,0.8,40,S9,6, ,12,10,32,33.6,4,5,9,(2),(27.5), ,0.12,0,0.48,3.47,225
DS0.8-45,0.8,45,S9,6, ,12,10,36,37.6,4,5,9,(2),(31), ,0.13,0,0.48,4.18,240
DS0.8-48,0.8,48,S9,6, ,14.5,11.7,38.4,40,4,6,10,(2),(33.5), ,0.15,0,0.48,5.31,250
DS0.8-50,0.8,50,S9,6, ,14.5,11.7,40,41.6,4,6,10,(2),(35), ,0.15,0,0.48,5.60,260
DS0.8-56,0.8,56,S9,6, ,14.5,11.7,44.8,46.4,4,6,10,(2),(39.5), ,0.17,0,0.48,6.55,270
DS0.8-60,0.8,60,S9,6, ,14.5,11.7,48,49.6,4,6,10,(2),(42.5), ,0.19,0,0.48,7.30,280
DS0.8-64,0.8,64,S9,6, ,15.5,11.7,51.2,52.8,4,6,10,(2),(46), ,0.20,0,0.48,8.64,300
DS0.8-70,0.8,70,S9,6, ,15.5,11.7,56,57.6,4,6,10,(2),(50.5), ,0.22,0,0.48,9.52,310
DS0.8-72,0.8,72,S9,6, ,15.5,11.7,57.6,59.2,4,6,10,(2),(51.5), ,0.23,0,0.48,9.85,320
DS0.8-80,0.8,80,S9,6, ,15.5,11.7,64,65.6,4,6,10,(2),(55.5), ,0.26,0,0.48,11.8,330
DS1-12,1,12,S9,4, ,8,6,12,14,6,6,12,(3),(8.5), ,0.045,0,0.60,1.10,155
DS1-15,1,15,S9,4, ,8,7,15,17,6,6,12,(3),(11), ,0.066,0,0.60,1.49,170
DS1-16,1,16,S9,5, ,10,8,16,18,6,6,12,(3),(11.5), ,0.073,0,0.60,1.87,190
DS1-18,1,18,S9,5, ,10,8,18,20,6,6,12,(3),(13.5), ,0.085,0,0.60,2.15,200
DS1-20,1,20,S9,5, ,11.7,9,20,22,6,6,12,(3),(15), ,0.098,0,0.60,2.85,210
DS1-24,1,24,S9,5, ,11.7,9,24,26,6,6,12,(3),(17), ,0.12,0,0.60,3.81,220
DS1-25,1,25,S9,5, ,11.7,9,25,27,6,6,12,(3),(20), ,0.13,0,0.60,3.76,240
DS1-28,1,28,S9,5, ,11.7,9,28,30,6,6,12,(3),(23), ,0.15,0,0.60,4.39,250
DS1-30,1,30,S9,6, ,14,12,30,32,6,6,12,(3),(24), ,0.16,0,0.60,5.46,285
DS1-32,1,32,S9,6, ,14,12,32,34,6,6,12,(3),(26.5), ,0.18,0,0.60,5.86,290
DS1-35,1,35,S9,6, ,14,12,35,37,6,6,12,(3),(29), ,0.20,0,0.60,6.73,300
DS1-36,1,36,S9,6, ,14,12,36,38,6,6,12,(3),(30), ,0.21,0,0.60,7.01,305
DS1-40,1,40,S9,8, ,16,14,40,42,6,6,12,(3),(34), ,0.24,0,0.60,8.39,315
DS1-45,1,45,S9,8, ,16,14,45,47,6,6,12,(3),(39.5), ,0.27,0,0.60,9.87,330
DS1-48,1,48,S9,8, ,16,14,48,50,6,8,14,(3),(40), ,0.30,0,0.60,12.0,360
DS1-50,1,50,S9,8, ,16,14,50,52,6,8,14,(3),(42.5), ,0.31,0,0.60,12.6,375
DS1-56,1,56,S9,8, ,18,15.6,56,58,6,8,14,(3),(48.5), ,0.36,0,0.60,15.8,380
DS1-60,1,60,S9,8, ,18,15.6,60,62,6,8,14,(3),(52.5), ,0.39,0,0.60,17.6,390
DS1-64,1,64,S9,8, ,18,15.6,64,66,6,8,14,(3),(56.5), ,0.41,0,0.60,19.4,400
DS1-70,1,70,S9,8, ,18,15.6,70,72,6,8,14,(3),(62.5), ,0.46,0,0.60,22.4,410
DS1-72,1,72,S9,8, ,18,15.6,72,74,6,8,14,(3),(64), ,0.47,0,0.60,23.7,430
DS1-80,1,80,S9,8, ,18,15.6,80,82,6,8,14,(3),(72.5), ,0.53,0,0.60,27.9,440

,モジュール, 歯数, 形状, 穴径1 A, 穴径2 A', ボス径 B, 基準円直径 C, 歯先円直径 D, 歯幅 E, ボス長さ F, 全長 G, ウェブ厚 H, リム径 I, 許容曲げ強さ (kgf･m), 許容歯面強さ (kgf･m), バックラッシ 下限 (mm), バックラッシ 上限 (mm), 質量 (g), 価格 （円）
LS0.5-12,0.5,12,S3,2,2.1,7.4,6,7,4,3,7, , ,0.011,0.0008,0.06,0.16,1.61,150
LS0.5-16,0.5,16,S3,2,2.1,9.4,8,9,4,3,7, , ,0.023,0.0015,0.06,0.16,2.84,170
LS0.5-20,0.5,20,S3,3,3.1,11.4,10,11,4,4,8, , ,0.032,0.0024,0.06,0.16,4.89,190
LS0.5-25,0.5,25,S1,3,3.1,8.5,12.5,13.5,3,4,7, , ,0.033,0.0028,0.10,0.20,4.01,220
LS0.5-30,0.5,30,S1,3,3.1,9,15,16,3,4,7, , ,0.043,0.004,0.10,0.20,5.40,240
LS0.5-40,0.5,40,S9,3,3.1,9,20,21,3,4,7,1.5,16.5,0.062,0.0073,0.10,0.20,6.77,300
LS0.5-50,0.5,50,S9,4,4.1,12,25,26,3,5,8,1.5,21.5,0.082,0.012,0.12,0.24,11.5,340
LS0.5-60,0.5,60,S9,4,4.1,12,30,31,3,5,8,1.5,26.5,0.10,0.017,0.12,0.24,14.2,390
LS0.5-70,0.5,70,S9,4,4.1,12,35,36,3,5,8,1.5,31.5,0.12,0.024,0.12,0.24,17.3,490
LS0.5-80,0.5,80,S9,4,4.1,12,40,41,3,5,8,1.5,36.5,0.14,0.032,0.12,0.24,20.8,810
LS0.8-12,0.8,12,S3,3,3.1,11.6,9.6,11.2,5,4,9, , ,0.037,0.0027,0.06,0.16,5.29,200
LS0.8-16,0.8,16,S1,3,3.1,8,12.8,14.4,4,4,8, , ,0.059,0.0039,0.06,0.16,4.84,250
LS0.8-20,0.8,20,S1,3,3.1,9,16,17.6,4,4,8, , ,0.083,0.0061,0.06,0.16,7.36,260
LS0.8-25,0.8,25,S1,3,3.1,9,20,21.6,4,4,8, , ,0.11,0.0097,0.10,0.20,10.7,290
LS0.8-30,0.8,30,S1,4,4.1,12,24,25.6,4,5,9, , ,0.15,0.014,0.10,0.20,16.6,340
LS0.8-40,0.8,40,S9,4,4.1,12,32,33.6,4,5,9,2,26.4,0.21,0.026,0.10,0.20,20.6,470
LS0.8-50,0.8,50,S9,4,4.1,12,40,41.6,4,5,9,2,34.4,0.28,0.042,0.12,0.24,28.3,560
LS0.8-60,0.8,60,S9,4,4.1,12,48,49.6,4,5,9,2,42.4,0.35,0.062,0.12,0.24,37.4,650
LS0.8-70,0.8,70,S9,5,5.1,15,56,57.6,4,6,10,2,50.4,0.42,0.085,0.12,0.24,52.0,810
LS0.8-80,0.8,80,S9,5,5.1,15,64,65.6,4,6,10,2,58.4,0.49,0.11,0.12,0.24,64.1,1210

,モジュール, 歯数, 形状, 穴径 A, 基準円直径 C, 歯先円直径 D, 歯幅 E, ねじ穴 サイズ, ねじ穴 J, 許容曲げ強さ (kgf･m), 許容歯面強さ (kgf･m), 参考ねじ締付けトルク (N･m), 参考滑り出しトルク (N･m), バックラッシ 下限 (mm), バックラッシ 上限 (mm), 質量 (kg), 価格 （円） 
SSAY0.8-28/K6 ,0.8,28,S5,6,22.4,24,6,M5,6.3,0.36,0.026,2.8,2.4,0,0.10,0.017,1470
SSAY0.8-30/K6 ,0.8,30,S5,6,24,25.6,6,M5,6.3,0.40,0.030,2.8,2.4,0,0.10,0.020,1490
SSAY0.8-30/K8 ,0.8,30,S5,8,24,25.6,6,M5,7.3,0.40,0.030,2.8,3.7,0,0.10,0.019,1490
SSAY0.8-32/K6 ,0.8,32,S5,6,25.6,27.2,6,M5,6.3,0.43,0.035,2.8,2.4,0,0.10,0.023,1520
SSAY0.8-32/K8 ,0.8,32,S5,8,25.6,27.2,6,M5,7.3,0.43,0.035,2.8,3.7,0,0.10,0.022,1520
SSAY0.8-35/K6 ,0.8,35,S5,6,28,29.6,6,M5,6.3,0.49,0.042,2.8,2.4,0,0.10,0.028,1540
SSAY0.8-35/K8 ,0.8,35,S5,8,28,29.6,6,M5,7.3,0.49,0.042,2.8,3.7,0,0.10,0.027,1540
SSAY0.8-36/K6 ,0.8,36,S5,6,28.8,30.4,6,M5,6.3,0.50,0.044,2.8,2.4,0,0.10,0.029,1550
SSAY0.8-36/K8 ,0.8,36,S5,8,28.8,30.4,6,M5,7.3,0.50,0.044,2.8,3.7,0,0.10,0.028,1550
SSAY0.8-40/K6 ,0.8,40,S5,6,32,33.6,6,M5,6.3,0.58,0.055,2.8,2.4,0,0.10,0.037,1610
SSAY0.8-40/K8 ,0.8,40,S5,8,32,33.6,6,M5,7.3,0.58,0.055,2.8,3.7,0,0.10,0.036,1610
SSAY0.8-40/K10,0.8,40,S5,10,32,33.6,6,M5,8.3,0.58,0.055,2.8,3.9,0,0.10,0.034,1610
SSAY0.8-45/K6 ,0.8,45,S5,6,36,37.6,6,M5,6.3,0.67,0.071,2.8,2.4,0,0.10,0.047,1650
SSAY0.8-45/K8 ,0.8,45,S5,8,36,37.6,6,M5,7.3,0.67,0.071,2.8,3.7,0,0.10,0.046,1650
SSAY0.8-45/K10,0.8,45,S5,10,36,37.6,6,M5,8.3,0.67,0.071,2.8,3.9,0,0.10,0.044,1650
SSAY0.8-48/K6 ,0.8,48,S5,6,38.4,40,6,M5,6.3,0.72,0.081,2.8,2.4,0,0.10,0.053,1690
SSAY0.8-48/K8 ,0.8,48,S5,8,38.4,40,6,M5,7.3,0.72,0.081,2.8,3.7,0,0.10,0.052,1690
SSAY0.8-48/K10,0.8,48,S5,10,38.4,40,6,M5,8.3,0.72,0.081,2.8,3.9,0,0.10,0.051,1690
SSAY0.8-50/K6 ,0.8,50,S5,6,40,41.6,6,M5,6.3,0.76,0.089,2.8,2.4,0,0.10,0.058,1720
SSAY0.8-50/K8 ,0.8,50,S5,8,40,41.6,6,M5,7.3,0.76,0.089,2.8,3.7,0,0.10,0.057,1720
SSAY0.8-50/K10,0.8,50,S5,10,40,41.6,6,M5,8.3,0.76,0.089,2.8,3.9,0,0.10,0.055,1720
SSAY0.8-55/K6 ,0.8,55,S5,6,44,45.6,6,M5,6.3,0.86,0.11,2.8,2.4,0,0.10,0.070,1780
SSAY0.8-55/K8 ,0.8,55,S5,8,44,45.6,6,M5,7.3,0.86,0.11,2.8,3.7,0,0.10,0.069,1780
SSAY0.8-55/K10,0.8,55,S5,10,44,45.6,6,M5,8.3,0.86,0.11,2.8,3.9,0,0.10,0.068,1780
SSAY0.8-56/K6 ,0.8,56,S5,6,44.8,46.4,6,M5,6.3,0.87,0.11,2.8,2.4,0,0.10,0.073,1800
SSAY0.8-56/K8 ,0.8,56,S5,8,44.8,46.4,6,M5,7.3,0.87,0.11,2.8,3.7,0,0.10,0.072,1800
SSAY0.8-56/K10,0.8,56,S5,10,44.8,46.4,6,M5,8.3,0.87,0.11,2.8,3.9,0,0.10,0.071,1800
SSAY0.8-60/K6 ,0.8,60,S5,6,48,49.6,6,M5,6.3,0.95,0.13,2.8,2.4,0,0.10,0.084,1880
SSAY0.8-60/K8 ,0.8,60,S5,8,48,49.6,6,M5,7.3,0.95,0.13,2.8,3.7,0,0.10,0.083,1880
SSAY0.8-60/K10,0.8,60,S5,10,48,49.6,6,M5,8.3,0.95,0.13,2.8,3.9,0,0.10,0.082,1880
SSAY1-24/K6   ,1,24,S5,6,24,26,6,M5,6.3,0.46,0.030,2.8,2.4,0.08,0.18,0.020,1390
SSAY1-25/K6   ,1,25,S5,6,25,27,6,M5,6.3,0.48,0.033,2.8,2.4,0.08,0.18,0.022,1510
SSAY1-25/K8   ,1,25,S5,8,25,27,6,M5,7.3,0.48,0.033,2.8,3.7,0.08,0.18,0.021,1510
SSAY1-28/K6   ,1,28,S5,6,28,30,6,M5,6.3,0.57,0.042,2.8,2.4,0.08,0.18,0.028,1540
SSAY1-28/K8   ,1,28,S5,8,28,30,6,M5,7.3,0.57,0.042,2.8,3.7,0.08,0.18,0.027,1540
SSAY1-28/K10  ,1,28,S5,10,28,30,6,M5,8.3,0.57,0.042,2.8,3.9,0.08,0.18,0.025,1540
SSAY1-30/K6   ,1,30,S5,6,30,32,6,M5,6.3,0.62,0.048,2.8,2.4,0.08,0.18,0.032,1560
SSAY1-30/K8   ,1,30,S5,8,30,32,6,M5,7.3,0.62,0.048,2.8,3.7,0.08,0.18,0.031,1560
SSAY1-30/K10  ,1,30,S5,10,30,32,6,M5,8.3,0.62,0.048,2.8,3.9,0.08,0.18,0.030,1560
SSAY1-32/K6   ,1,32,S5,6,32,34,6,M5,6.3,0.68,0.055,2.8,2.4,0.08,0.18,0.037,1580
SSAY1-32/K8   ,1,32,S5,8,32,34,6,M5,7.3,0.68,0.055,2.8,3.7,0.08,0.18,0.036,1580
SSAY1-32/K10  ,1,32,S5,10,32,34,6,M5,8.3,0.68,0.055,2.8,3.9,0.08,0.18,0.034,1580
SSAY1-35/K6   ,1,35,S5,6,35,37,6,M5,6.3,0.76,0.067,2.8,2.4,0.08,0.18,0.044,1620
SSAY1-35/K8   ,1,35,S5,8,35,37,6,M5,7.3,0.76,0.067,2.8,3.7,0.08,0.18,0.043,1620
SSAY1-35/K10  ,1,35,S5,10,35,37,6,M5,8.3,0.76,0.067,2.8,3.9,0.08,0.18,0.042,1620
SSAY1-36/K6   ,1,36,S5,6,36,38,6,M5,6.3,0.79,0.071,2.8,2.4,0.08,0.18,0.047,1650
SSAY1-36/K8   ,1,36,S5,8,36,38,6,M5,7.3,0.79,0.071,2.8,3.7,0.08,0.18,0.046,1650
SSAY1-36/K10  ,1,36,S5,10,36,38,6,M5,8.3,0.79,0.071,2.8,3.9,0.08,0.18,0.044,1650
SSAY1-40/K6   ,1,40,S5,6,40,42,6,M5,6.3,0.90,0.089,2.8,2.4,0.08,0.18,0.058,1690
SSAY1-40/K8   ,1,40,S5,8,40,42,6,M5,7.3,0.90,0.089,2.8,3.7,0.08,0.18,0.057,1690
SSAY1-40/K10,1,40,S5,10,40,42,6,M5,8.3,0.90,0.089,2.8,3.9,0.08,0.18,0.055,1690
SSAY1-45/K6 ,1,45,S5,6,45,47,6,M5,6.3,1.05,0.11,2.8,2.4,0.08,0.18,0.074,1770
SSAY1-45/K8 ,1,45,S5,8,45,47,6,M5,7.3,1.05,0.11,2.8,3.7,0.08,0.18,0.073,1770
SSAY1-45/K10,1,45,S5,10,45,47,6,M5,8.3,1.05,0.11,2.8,3.9,0.08,0.18,0.071,1770
SSAY1-48/K6 ,1,48,S5,6,48,50,6,M5,6.3,1.13,0.13,2.8,2.4,0.08,0.18,0.084,1840
SSAY1-48/K8 ,1,48,S5,8,48,50,6,M5,7.3,1.13,0.13,2.8,3.7,0.08,0.18,0.083,1840
SSAY1-48/K10,1,48,S5,10,48,50,6,M5,8.3,1.13,0.13,2.8,3.9,0.08,0.18,0.082,1840
SSAY1-50/K8 ,1,50,S5,8,50,52,6,M5,7.3,1.19,0.14,2.8,3.7,0.08,0.18,0.090,1880
SSAY1-50/K10,1,50,S5,10,50,52,6,M5,8.3,1.19,0.14,2.8,3.9,0.08,0.18,0.089,1880
SSAY1-50/K12,1,50,S5,12,50,52,6,M6,9.9,1.19,0.14,4,6.6,0.08,0.18,0.087,1880
SSAY1-55/K8 ,1,55,S5,8,55,57,6,M5,7.3,1.34,0.17,2.8,3.7,0.08,0.18,0.11,1950
SSAY1-55/K10,1,55,S5,10,55,57,6,M5,8.3,1.34,0.17,2.8,3.9,0.08,0.18,0.11,1950
SSAY1-55/K12,1,55,S5,12,55,57,6,M6,9.9,1.34,0.17,4,6.6,0.08,0.18,0.11,1950
SSAY1-56/K8 ,1,56,S5,8,56,58,6,M5,7.3,1.37,0.18,2.8,3.7,0.08,0.18,0.11,1970
SSAY1-56/K10,1,56,S5,10,56,58,6,M5,8.3,1.37,0.18,2.8,3.9,0.08,0.18,0.11,1970
SSAY1-56/K12,1,56,S5,12,56,58,6,M6,9.9,1.37,0.18,4,6.6,0.08,0.18,0.11,1970
SSAY1-60/K8 ,1,60,S5,8,60,62,6,M5,7.3,1.48,0.21,2.8,3.7,0.08,0.18,0.13,2050
SSAY1-60/K10,1,60,S5,10,60,62,6,M5,8.3,1.48,0.21,2.8,3.9,0.08,0.18,0.13,2050
SSAY1-60/K12,1,60,S5,12,60,62,6,M6,9.9,1.48,0.21,4,6.6,0.08,0.18,0.13,2050

,モジュール, 歯数, 形状, 穴径 A, ボス径 B, 基準円直径 C, 歯先円直径 D, 歯幅 E, ボス長さ F, 全長 G, キーみぞ 幅, キーみぞ 深さ, ねじ穴 サイズ, ねじ穴 J, 許容曲げ強さ (kgf･m), 許容歯面強さ (kgf･m), バックラッシ 下限 (mm), バックラッシ 上限 (mm), 質量 (kg), 価格 （円）
SSY0.8-20  ,0.8,20,S1,5,13.5,16,17.6,4,8,12, , , , ,0.15,0.0087,0,0.10,0.013,490
SSY0.8-20A ,0.8,20,S1T,5,13.5,16,17.6,4,8,12, , ,M4,4,0.15,0.0087,0,0.10,0.013,690
SSY0.8-25  ,0.8,25,S1,5,17,20,21.6,4,8,12, , , , ,0.21,0.014,0,0.10,0.022,530
SSY0.8-25A ,0.8,25,S1T,5,17,20,21.6,4,8,12, , ,M4,4,0.21,0.014,0,0.10,0.022,730
SSY0.8-30  ,0.8,30,S1,5,20,24,25.6,4,8,12, , , , ,0.27,0.020,0,0.10,0.032,610
SSY0.8-30A ,0.8,30,S1T,5,20,24,25.6,4,8,12, , ,M4,4,0.27,0.020,0,0.10,0.031,790
SSY0.8-40  ,0.8,40,S1,5,25,32,33.6,4,8,12, , , , ,0.39,0.037,0,0.10,0.054,750
SSY0.8-40A ,0.8,40,S1T,6,25,32,33.6,4,8,12, , ,M4,4,0.39,0.037,0,0.10,0.053,950
SSY0.8-50  ,0.8,50,S1,5,25,40,41.6,4,8,12, , , , ,0.51,0.059,0,0.10,0.068,920
SSY0.8-50A ,0.8,50,S1T,6,25,40,41.6,4,8,12, , ,M4,4,0.51,0.059,0,0.10,0.067,1150
SSY1-12    ,1,12,S1,5,9,12,14,6,8,14, , , , ,0.12,0.007,0.08,0.18,0.0072,340
SSY1-12A   ,1,12,S1T,5,9,12,14,6,8,14, , ,M4,4,0.12,0.007,0.08,0.18,0.0070,490
SSY1-14    ,1,14,S1,5,11,14,16,6,8,14, , , , ,0.20,0.0098,0.08,0.18,0.011,360
SSY1-14A   ,1,14,S1T,5,11,14,16,6,8,14, , ,M4,4,0.20,0.0098,0.08,0.18,0.011,500
SSY1-15    ,1,15,S1,6,12,15,17,6,8,14, , , , ,0.23,0.011,0.08,0.18,0.012,370
SSY1-15A   ,1,15,S1T,6,12,15,17,6,8,14, , ,M4,4,0.23,0.011,0.08,0.18,0.012,510
SSY1-16    ,1,16,S1,6,13,16,18,6,8,14, , , , ,0.25,0.013,0.08,0.18,0.015,380
SSY1-16A   ,1,16,S1T,6,13,16,18,6,8,14, , ,M4,4,0.25,0.013,0.08,0.18,0.014,510
SSY1-18    ,1,18,S1,6,14,18,20,6,8,14, , , , ,0.30,0.017,0.08,0.18,0.019,390
SSY1-18A   ,1,18,S1T,6,14,18,20,6,8,14, , ,M4,4,0.30,0.017,0.08,0.18,0.018,510
SSY1-20    ,1,20,S1,6,16,20,22,6,8,14, , , , ,0.35,0.021,0.08,0.18,0.024,420
SSY1-20A   ,1,20,S1T,6,16,20,22,6,8,14, , ,M4,4,0.35,0.021,0.08,0.18,0.024,560
SSY1-20B   ,1,20,S1T,8,16,20,22,6,8,14, , ,M5,4,0.35,0.021,0.08,0.18,0.021,560
SSY1-24    ,1,24,S1,6,16,24,26,6,8,14, , , , ,0.46,0.030,0.08,0.18,0.031,450
SSY1-24A   ,1,24,S1T,6,16,24,26,6,8,14, , ,M4,4,0.46,0.030,0.08,0.18,0.030,590
SSY1-24B   ,1,24,S1T,8,16,24,26,6,8,14, , ,M5,4,0.46,0.030,0.08,0.18,0.028,590
SSY1-25    ,1,25,S1,6,16,25,27,6,8,14, , , , ,0.48,0.033,0.08,0.18,0.033,460
SSY1-25A   ,1,25,S1T,6,16,25,27,6,8,14, , ,M4,4,0.48,0.033,0.08,0.18,0.032,590
SSY1-28    ,1,28,S1,6,16,28,30,6,8,14, , , , ,0.57,0.042,0.08,0.18,0.039,490
SSY1-28A   ,1,28,S1T,6,16,28,30,6,8,14, , ,M4,4,0.57,0.042,0.08,0.18,0.038,630
SSY1-30    ,1,30,S1,6,25,30,32,6,8,14, , , , ,0.62,0.048,0.08,0.18,0.061,500
SSY1-30A   ,1,30,S1T,6,25,30,32,6,8,14, , ,M4,4,0.62,0.048,0.08,0.18,0.060,660
SSY1-30B   ,1,30,S1T,8,25,30,32,6,8,14, , ,M5,4,0.62,0.048,0.08,0.18,0.057,660
SSY1-32    ,1,32,S1,6,25,32,34,6,8,14, , , , ,0.68,0.055,0.08,0.18,0.066,510
SSY1-32A   ,1,32,S1T,6,25,32,34,6,8,14, , ,M4,4,0.68,0.055,0.08,0.18,0.065,690
SSY1-35    ,1,35,S1,6,25,35,37,6,8,14, , , , ,0.76,0.067,0.08,0.18,0.073,540
SSY1-35A   ,1,35,S1T,8,25,35,37,6,8,14, , ,M5,4,0.76,0.067,0.08,0.18,0.069,740
SSY1-35B   ,1,35,S1K,10,25,35,37,6,8,14,4,1.8,M4,4,0.76,0.067,0.08,0.18,0.066,860
SSY1-36    ,1,36,S1,6,25,36,38,6,8,14, , , , ,0.79,0.071,0.08,0.18,0.076,570
SSY1-36A   ,1,36,S1T,8,25,36,38,6,8,14, , ,M5,4,0.79,0.071,0.08,0.18,0.072,750
SSY1-36B   ,1,36,S1K,10,25,36,38,6,8,14,4,1.8,M4,4,0.79,0.071,0.08,0.18,0.069,870
SSY1-40    ,1,40,S1,8,28,40,42,6,8,14, , , , ,0.90,0.089,0.08,0.18,0.092,610
SSY1-40A   ,1,40,S1T,8,28,40,42,6,8,14, , ,M5,4,0.90,0.089,0.08,0.18,0.091,840
SSY1-40B   ,1,40,S1K,10,28,40,42,6,8,14,4,1.8,M4,4,0.90,0.089,0.08,0.18,0.088,1070
SSY1-45    ,1,45,S1,8,28,45,47,6,8,14, , , , ,1.05,0.11,0.08,0.18,0.11,690
SSY1-45A   ,1,45,S1T,8,28,45,47,6,8,14, , ,M5,4,1.05,0.11,0.08,0.18,0.11,940
